event_mention,event_subject,event_subject_id,event_subject_type,event_object,event_object_id,event_object_type,event_complement,event_complement_id,event_trigger,event_trigger_id,relation_type,relation_id
"A los efectos de lo dispuesto en esta ley, se considera trabajo nocturno el realizado entre las diez de la noche y las seis de la mañana",,,,,,,,,,,Norelation,
"El plazo Además, ha sido informado por el Consejo Económico y Social",plazo,argument0761,LegalConcept,,,,,,ha sido informado,trigger0267,Duty,duty0256
"razones Tendrán la consideración de modificaciones sustanciales de las condiciones de trabajo, entre otras, las que afecten a las siguientes materias Jornada de trabajo",razones,argument0808,LegalConcept,,,,modificaciones sustanciales de las condiciones de trabajo,argument0656,Tendrán la consideración de,trigger0029,NoRelation,
"razones Tendrán la consideración de modificaciones sustanciales de las condiciones de trabajo, entre otras, las que afecten a las siguientes materias Jornada de trabajo",razones,argument0808,LegalConcept,,,,las que afecten a las siguientes materias Jornada de trabajo,argument0586,Tendrán la consideración de,trigger0029,NoRelation,
El Gobierno dictará las disposiciones que sean precisas para el desarrollo de esta ley,El Gobierno,argument0016,LegalEntity,,,,las disposiciones que sean precisas para el desarrollo de esta ley,argument0580,dictará,trigger0189,Duty,duty0257
"En el supuesto contemplado en el artículo 52.c), del escrito de preaviso se dará copia a la representación legal de los trabajadores para su conocimiento",del escrito de preaviso,argument0347,LegalConcept,la representación legal de los trabajadores,argument0574,LegalAgent,,,se dará copia a,trigger0539,Duty,duty0258
Los convenios podrán establecer criterios objetivos y compromisos de conversión de los contratos de duración determinada o temporales en indefinidos,Los convenios,argument0084,LegalEntity,,,,criterios objetivos y compromisos de conversión de los contratos de duración determinada o temporales en indefinidos,argument0318,podrán establecer,trigger0431,Duty,duty0259
"El comité de empresa tendrá derecho a emitir informe, con carácter previo a la ejecución por parte del empresario de las decisiones adoptadas por este, sobre las siguientes cuestiones El traslado total o parcial de las instalaciones",comité de empresa,argument0231,LegalEntity,,,,,,tendrá derecho a emitir,trigger0656,Right,right0102
"registros En su realización se respetará al máximo la dignidad e intimidad del trabajador y se contará con la asistencia de un representante legal de los trabajadores o, en su ausencia del centro de trabajo, de otro trabajador de la empresa, siempre que ello fuera posible",,,,,,,registros,argument0827,,,Norelation,
"El empresario podrá verificar el estado de salud del trabajador que sea alegado por este para justificar sus faltas de asistencia al trabajo, mediante reconocimiento a cargo de personal médico",empresario,argument0449,LegalAgent,trabajador,argument0925,LegalAgent,,,podrá verificar,trigger0423,Right,right0103
"El Gobierno podrá suprimir o reducir el número máximo de horas extraordinarias por tiempo determinado, con carácter general o para ciertas ramas de actividad o ámbitos territoriales, para incrementar las oportunidades de colocación de los trabajadores en situación de desempleo",Gobierno,argument0042,LegalEntity,,,,,,podrá suprimir o reducir,trigger0416,Right,right0104
"El contrato de trabajo en prácticas podrá concertarse con quienes estuvieren en posesión de título universitario o de formación profesional de grado medio o superior o títulos oficialmente reconocidos como equivalentes, de acuerdo con las leyes reguladoras del sistema educativo vigente, o de certificado de profesionalidad de acuerdo con lo previsto en la Ley Orgánica 5/2002, de 19 de junio, de las Cualificaciones y de la Formación Profesional, que habiliten para el ejercicio profesional, dentro de los cinco años, o de siete años cuando el contrato se concierte con un trabajador con discapacidad, siguientes a la terminación de los correspondientes estudios, de acuerdo con las siguientes reglas Si al término del contrato el trabajador continuase en la empresa no podrá concertarse un nuevo periodo de prueba, computándose la duración de las prácticas a efecto de antigüedad en la empresa",contrato de trabajo en prácticas,argument0287,LegalConcept,,,,,,podrá concertarse,trigger0367,Privilege,privilege0054
Dichos trabajadores no podrán realizar horas extraordinarias,trabajadores,argument0933,LegalAgent,,,,,,no podrán realizar,trigger0322,NoRight,noright0054
"El cesionario estará obligado a comunicar estas informaciones con la suficiente antelación y, en todo caso, antes de que sus trabajadores se vean afectados en sus condiciones de empleo y de trabajo por la transmisión",cesionario,argument0216,LegalAgent,,,,estas informaciones,argument0478,estará obligado a comunicar,trigger0224,Duty,duty0260
"La comunicación a los representantes legales de los trabajadores y a la autoridad laboral deberá ir acompañada de una memoria explicativa de las causas del despido colectivo y de los restantes aspectos señalados en el párrafo anterior, así como de la documentación contable y fiscal y los informes técnicos, todo ello en los términos que reglamentariamente se establezcan",comunicación,argument0245,LegalConcept,representantes legales de los trabajadores,argument0853,LegalAgent,una memoria explicativa de las causas del despido colectivo y de los restantes aspectos señalados en el párrafo anterior,argument0979,deberá ir acompañada,trigger0130,Duty,duty0261
"La comunicación a los representantes legales de los trabajadores y a la autoridad laboral deberá ir acompañada de una memoria explicativa de las causas del despido colectivo y de los restantes aspectos señalados en el párrafo anterior, así como de la documentación contable y fiscal y los informes técnicos, todo ello en los términos que reglamentariamente se establezcan",comunicación,argument0245,LegalConcept,representantes legales de los trabajadores,argument0853,LegalAgent,la documentación contable y fiscal y los informes técnicos,argument0565,deberá ir acompañada,trigger0130,Duty,duty0262
"La comunicación a los representantes legales de los trabajadores y a la autoridad laboral deberá ir acompañada de una memoria explicativa de las causas del despido colectivo y de los restantes aspectos señalados en el párrafo anterior, así como de la documentación contable y fiscal y los informes técnicos, todo ello en los términos que reglamentariamente se establezcan",comunicación,argument0245,LegalConcept,autoridad laboral,argument0177,LegalAgent,una memoria explicativa de las causas del despido colectivo y de los restantes aspectos señalados en el párrafo anterior,argument0979,deberá ir acompañada,trigger0130,Duty,duty0263
"La comunicación a los representantes legales de los trabajadores y a la autoridad laboral deberá ir acompañada de una memoria explicativa de las causas del despido colectivo y de los restantes aspectos señalados en el párrafo anterior, así como de la documentación contable y fiscal y los informes técnicos, todo ello en los términos que reglamentariamente se establezcan",comunicación,argument0245,LegalConcept,autoridad laboral,argument0177,LegalAgent,la documentación contable y fiscal y los informes técnicos,argument0565,deberá ir acompañada,trigger0130,Duty,duty0264
"Asimismo estarán legitimados en los convenios de ámbito estatal los sindicatos de comunidad autónoma que tengan la consideración de más representativos conforme a lo previsto en el artículo 7.1 de la Ley Orgánica 11/1985, de 2 de agosto, de Libertad Sindical, y las asociaciones empresariales de la comunidad autónoma que reúnan los requisitos señalados en la disposición adicional sexta de la presente ley",sindicatos de comunidad autónoma,argument0892,LegalEntity,asociaciones empresariales de la comunidad autónoma,argument0172,LegalEntity,,,estarán legitimados,trigger0231,Right,right0105
"El acuerdo logrado a través de la mediación y el laudo arbitral tendrán la misma eficacia jurídica y tramitación que los convenios colectivos regulados en esta ley, siempre que quienes hubiesen adoptado el acuerdo o suscrito el compromiso arbitral tuviesen la legitimación que les permita acordar, en el ámbito del conflicto, un convenio colectivo conforme a lo previsto en los artículos 87, 88 y 89.",acuerdo,argument0135,LegalConcept,,,,mediación,argument0631,tendrán,trigger0676,Duty,duty0265
"El acuerdo logrado a través de la mediación y el laudo arbitral tendrán la misma eficacia jurídica y tramitación que los convenios colectivos regulados en esta ley, siempre que quienes hubiesen adoptado el acuerdo o suscrito el compromiso arbitral tuviesen la legitimación que les permita acordar, en el ámbito del conflicto, un convenio colectivo conforme a lo previsto en los artículos 87, 88 y 89.",acuerdo,argument0135,LegalConcept,,,,laudo arbitral,argument0590,tendrán,trigger0676,Duty,duty0266
Los acuerdos y convenios colectivos a que se refiere el artículo 83.2 no podrán disponer de la prioridad aplicativa prevista en este apartado,acuerdos y convenios colectivos,argument0142,LegalConcept,,,,artículo 83.2,argument0164,no podrán disponer,trigger0320,NoRight,noright0055
