event_subject,event_object,event_complement,event_trigger,event_subject_type,event_object_type,event_subject_id,event_object_id,event_complement_id,event_trigger_id
empresarios,contratos,,habrán de notificar,LegalAgent,LegalConcept,argument0455,argument0290,,trigger0272
despido,extinción del contrato de trabajo,,convalidará,LegalConcept,LegalConcept,argument0374,argument0492,,trigger0092
usos y costumbres,,,se aplicarán,LegalConcept,,argument0984,,,trigger0519
convenio colectivo o acuerdo,,,se podrán establecer,LegalConcept,,argument0303,,,trigger0585
plazos,,,serán señalados,LegalConcept,,argument0764,,,trigger0637
acuerdo,,,serán de aplicación,LegalConcept,,argument0135,,,trigger0627
importe,,indemnización,calculará,LegalConcept,,argument0516,,argument0529,trigger0058
periodo o periodos,,disfrute,fijará,LegalConcept,,argument0742,,argument0394,trigger0257
sistema de representación proporcional,lista,número de puestos,atribuirá,LegalConcept,LegalConcept,argument0896,argument0600,argument0687,trigger0051
acuerdo,comisión paritaria,,deberá ser notificado,LegalConcept,LegalConcept,argument0135,argument0227,,trigger0148
componentes de la mesa,,,podrá ser,LegalEntity,,argument0240,,,trigger0407
contratista o subcontratista,empresa principal,,deberán informar,LegalAgent,LegalEntity,argument0280,argument0447,,trigger0163
representantes de los trabajadores,,,paralizará,LegalAgent,,argument0850,,,trigger0349
intervención como interlocutores,,,corresponderá,LegalConcept,,argument0548,,,trigger0097
candidato o candidatura,,,nombrar,LegalAgent,,argument0191,,,trigger0331
,,,,,,,,,
convenio colectivo,,,establecerse,LegalConcept,,argument0302,,,trigger0215
contrato para la formación y el aprendizaje,trabajador,modalidad,no podrá ser,LegalConcept,LegalAgent,argument0289,argument0925,argument0651,trigger0313
derechos,,,corresponderá,LegalConcept,,argument0365,,,trigger0097
razones,,,Se considerarán,LegalConcept,,argument0808,,,trigger0018
madre biológica,,,podrá anticipar,LegalAgent,,argument0626,,,trigger0360
informes,,comité de empresa,tendrán que elaborarse,LegalConcept,,argument0536,,argument0231,trigger0689
Fondo,,,abonar,LegalEntity,,argument0040,,,trigger0032
,,,,,,,,,
autoridad laboral,entidad gestora,,dará traslado,LegalEntity,LegalEntity,argument0177,argument0468,,trigger0106
empresas,,,no podrá exceder,LegalEntity,,argument0456,,,trigger0311
contrato para la formación y el aprendizaje,,,se regirá,LegalConcept,,argument0289,,,trigger0593
empresario,grupo de trabajadores,,hubiese celebrado,LegalAgent,LegalConcept,argument0449,argument0506,,trigger0279
trabajador,,,tendrá derecho,LegalAgent,,argument0925,,,trigger0652
modificaciones,conceptos retributivos,Ley 11/1994,introducidas,LegalConcept,LegalConcept,argument0654,argument0254,argument0074,trigger0289
modificaciones,conceptos retributivos,Estatuto de los Trabajadores,introducidas,LegalConcept,LegalConcept,argument0654,argument0254,argument0036,trigger0289
modificaciones,conceptos retributivos,Ley de Procedimiento Laboral,introducidas,LegalConcept,LegalConcept,argument0654,argument0254,argument0075,trigger0289
modificaciones,conceptos retributivos,Ley sobre Infracciones y Sanciones en el Orden Social,introducidas,LegalConcept,LegalConcept,argument0654,argument0254,argument0076,trigger0289
modificaciones,trabajadores,Ley 11/1994,introducidas,LegalConcept,LegalConcept,argument0654,argument0933,argument0074,trigger0289
modificaciones,trabajadores,Estatuto de los Trabajadores,introducidas,LegalConcept,LegalConcept,argument0654,argument0933,argument0036,trigger0289
modificaciones,trabajadores,Ley de Procedimiento Laboral,introducidas,LegalConcept,LegalConcept,argument0654,argument0933,argument0075,trigger0289
modificaciones,trabajadores,Ley sobre Infracciones y Sanciones en el Orden Social,introducidas,LegalConcept,LegalConcept,argument0654,argument0933,argument0076,trigger0289
oficina pública,,,requerirá,LegalEntity,,argument0700,,,trigger0501
duración,,,se ampliará,LegalConcept,,argument0410,,,trigger0517
duración,,,será,LegalConcept,,argument0410,,,trigger0610
empresa,,,deberá informar,LegalAgent,,argument0445,,,trigger0128
contrato,,,podrá extinguirse,LegalConcept,,argument0283,,,trigger0382
empresa,trabajador,,pasar,LegalAgent,LegalAgent,argument0445,argument0925,,trigger0350
artículo Uno.d),,,autorizó,LegalConcept,,argument0165,,,trigger0055
disposiciones,,,serán de aplicación,LegalConcept,,argument0398,,,trigger0627
contratos,,,no podrán tener,LegalConcept,,argument0290,,,trigger0324
mesa,,,Publicará,LegalEntity,,argument0642,,,trigger0011
empresario principal,contratistas,,responderá solidariamente,LegalAgent,LegalAgent,argument0450,argument0281,,trigger0508
empresario principal,subcontratistas,,responderá solidariamente,LegalAgent,LegalAgent,argument0450,argument0904,,trigger0508
trabajador,,,se deducirá,LegalAgent,,argument0925,,,trigger0542
empresa,,,no extinguirá,LegalAgent,,argument0445,,,trigger0303
empresa,,,se constituirá,LegalAgent,,argument0445,,,trigger0535
progenitor,,,tendrá derecho,LegalAgent,,argument0786,,,trigger0652
laudo arbitral,,,podrá impugnarse,LegalConcept,,argument0590,,,trigger0388
acciones,,,serán,LegalConcept,,argument0119,,,trigger0624
contrato de trabajo,,"causas económicas, técnicas, organizativas o de producción",podrá suspenderse,LegalConcept,,argument0286,,argument0205,trigger0418
,,incumplimientos contractuales,considerarán,,,,,argument0527,trigger0078
,,disminución continuada y voluntaria en el rendimiento de trabajo normal o pactado,considerarán,,,,,argument0397,trigger0078
reingreso,,,deberá ser solicitado,LegalConcept,,argument0833,,,trigger0149
periodos,,,podrán disfrutarse,LegalConcept,,argument0743,,,trigger0428
contrato de relevo,,,podrá celebrarse,LegalConcept,,argument0285,,,trigger0363
,,,considerarán,,,,,,trigger0078
ineptitud,,,no podrá alegarse,LegalConcept,,argument0530,,,trigger0307
contrato de trabajo,,,podrá concertarse,LegalConcept,,argument0286,,,trigger0367
pacto de no competencia,,,solo será válido,LegalConcept,,argument0719,,,trigger0643
número de horas ordinarias de trabajo efectivo,,,no podrá ser superior,LegalConcept,,argument0684,,,trigger0317
contrato,,,podrá extinguirse,LegalConcept,,argument0283,,,trigger0382
trabajadores nocturnos,,,no podrá exceder,LegalAgent,,argument0946,,,trigger0311
contrato de trabajo,,causas Incapacidad temporal,podrá suspenderse,LegalConcept,,argument0286,,argument0204,trigger0418
Lo previsto en el artículo 47,Administraciones Públicas,,no será de aplicación,LegalConcept,LegalEntity,argument0082,argument0000,,trigger0328
Lo previsto en el artículo 47,entidades de derecho público,,no será de aplicación,LegalConcept,LegalEntity,argument0082,argument0470,,trigger0328
trabajadores,,las órdenes e instrucciones del empresario,tienen como deberes básicos,LegalAgent,,argument0933,,argument0588,trigger0696
Los sindicatos,,un mínimo del diez por ciento de los miembros de los comités de empresa o delegados de personal en el ámbito geográfico y funcional al que se refiera el convenio,estarán legitimados para negociar,LegalEntity,,argument0090,,argument0973,trigger0232
la prestación,,,se entenderá por,LegalConcept,,argument0572,,,trigger0553
la duración del periodo de prueba,,,no podrá exceder de,LegalConcept,,argument0567,,,trigger0312
Igual ampliación,,"en el supuesto de nacimiento, adopción, guarda con fines de adopción o acogimiento múltiple por cada hijo o hija distinta del primero",procederá,LegalConcept,,argument0044,,argument0465,trigger0459
trabajador,,horas complementarias,deberá conocer,LegalAgent,,argument0925,,argument0512,trigger0115
contrato de trabajo,,causas,podrá suspenderse,LegalConcept,,argument0286,,argument0201,trigger0418
contratos de duración determinada,,plazo máximo de duración,se entenderán prorrogados,LegalConcept,,argument0291,,argument0763,trigger0556
infracciones,empresario,texto refundido de la Ley sobre Infracciones y Sanciones en el Orden Social,prescribirán,LegalConcept,LegalAgent,argument0537,argument0449,argument0919,trigger0451
trabajadores,,,tienen derecho,LegalAgent,,argument0933,,,trigger0697
dirección de la empresa,trabajadores,,deberá comunicar,LegalEntity,LegalAgent,argument0388,argument0933,,trigger0113
dirección de la empresa,representantes,,deberá comunicar,LegalEntity,LegalAgent,argument0388,argument0849,,trigger0113
trabajador,,,tendrá derecho,LegalAgent,,argument0925,,,trigger0652
vigencia de un convenio colectivo,,,se producirá,LegalConcept,,argument0988,,,trigger0588
decisión extintiva,,,podrá recurrir,LegalConcept,,argument0340,,,trigger0402
tratamiento de la información facilitada,,,estará sometido,LegalConcept,,argument0962,,,trigger0227
empresa,,calendario laboral,elaborará,LegalAgent,,argument0445,,argument0185,trigger0201
decisión extintiva,personas trabajadoras,,será nula,LegalConcept,LegalAgent,argument0340,argument0758,,trigger0620
créditos salariales,,,gozarán de preferencia,LegalConcept,,argument0324,,,trigger0265
legislación laboral española,,,será de aplicación,LegalConcept,,argument0591,,,trigger0614
contrato de trabajo,,,se extinguirá,LegalConcept,,argument0286,,,trigger0561
disposiciones generales laborales,,Código de Trabajo,se incorporarán,LegalConcept,,argument0400,,argument0010,trigger0568
recurso,,,cabrá,LegalConcept,,argument0817,,,trigger0056
disposiciones reglamentarias,,,desarrollarán,LegalEntity,,argument0403,,,trigger0182
,,,tendrá,,,,,,trigger0651
regulación,,,tendrá,LegalConcept,,argument0831,,,trigger0651
convenios colectivos,,,podrán prever,LegalConcept,,argument0306,,,trigger0438
empresa,representantes legales,,deberá informar,LegalAgent,LegalAgent,argument0445,argument0852,,trigger0128
trabajador,,,podrá recurrir,LegalAgent,,argument0925,,,trigger0402
convenios colectivos,,,habrán de expresar,LegalConcept,,argument0306,,,trigger0271
El voto,,,será,LegalConcept,,argument0032,,,trigger0610
Quien,,,tendrá derecho a,LegalAgent,,argument0099,,,trigger0653
"Los apartados 4, 5, y 6 del artículo 48",,,serán de aplicación gradual,LegalConcept,,argument0083,,,trigger0628
En las empresas o centros de trabajo,,,se pondrá a disposición de,LegalConcept,,argument0034,,,trigger0586
trabajador,,,podrá ausentarse,LegalAgent,,argument0925,,,trigger0362
,,,,,,,,,
,,,,,,,,,
trabajadores,,,opten por designar,LegalAgent,,argument0933,,,trigger0342
partes legitimadas,,,adherirse,LegalAgent,,argument0729,,,trigger0039
trabajadores,,,tienen derecho,LegalAgent,,argument0933,,,trigger0697
trabajador,,,podrá solicitar,LegalAgent,,argument0925,,,trigger0413
comité de empresa,,,tendrá derecho,LegalEntity,,argument0231,,,trigger0652
cantidades,,,percibidas,LegalConcept,,argument0194,,,trigger0351
negociación,,,quedará suspendida,LegalConcept,,argument0667,,,trigger0481
contrato,,,podrá extinguirse,LegalConcept,,argument0283,,,trigger0382
trabajadores nocturnos,,,tendrán derecho a ser destinados,LegalAgent,,argument0946,,,trigger0685
trabajadores,,,tienen,LegalAgent,,argument0933,,,trigger0695
se,trabajadores,sistema de impartición,desarrollará,LegalConcept,LegalAgent,argument0885,argument0933,argument0895,trigger0181
se,trabajadores,características de la formación,desarrollará,LegalConcept,LegalAgent,argument0885,argument0933,argument0195,trigger0181
contrato de trabajo,,,entenderá celebrado,LegalConcept,,argument0286,,,trigger0205
empresario,,,deberá informar,LegalAgent,,argument0449,,,trigger0128
familiares,,,considerarán,LegalConcept,,argument0496,,,trigger0078
regulación,,,tendrá,LegalConcept,,argument0831,,,trigger0651
intervención,,,autorizará,LegalConcept,,argument0547,,,trigger0054
elección,,,ajustará,LegalConcept,,argument0441,,,trigger0043
miembros del comité de empresa y los delegados de personal,,,tendrán,LegalEntity,,argument0649,,,trigger0676
trabajador,,,constituirá,LegalAgent,,argument0925,,,trigger0082
periodo de suspensión,,,verá reducido,LegalConcept,,argument0741,,,trigger0712
incumplimiento de la obligación,,,podrá dar lugar,LegalConcept,,argument0525,,,trigger0368
acuerdo,,,requerirá,LegalConcept,,argument0135,,,trigger0501
contrato de relevo,,,ajustará,LegalConcept,,argument0285,,,trigger0043
empresarios,,,responderán,LegalAgent,,argument0455,,,trigger0509
"apartados 4, 5, y 6 del artículo 48",,,serán de aplicación,LegalConcept,,argument0154,,,trigger0627
disposiciones legales y reglamentarias,,,se aplicarán,LegalConcept,,argument0402,,,trigger0519
excedencia,,,podrá ser,LegalConcept,,argument0483,,,trigger0407
negociación colectiva,,,podrá establecer,LegalEntity,,argument0668,,,trigger0377
empresa,,,se podrá proceder,LegalAgent,,argument0445,,,trigger0580
empresas,,,realicen,LegalEntity,,argument0456,,,trigger0486
empresa,,,podrá limitar,LegalAgent,,argument0445,,,trigger0390
,,,promoverá,,,,,,trigger0468
Lo,,,se entiende,LegalConcept,,argument0077,,,trigger0557
no se computarán,,las horas extraordinarias,compensadas mediante descanso,LegalConcept,,argument0671,,argument0581,trigger0062
En representación de los empresarios,,las asociaciones empresariales,estarán legitimados para negociar,LegalAgent,,argument0035,,argument0577,trigger0232
Los expedientes de regulación de empleo,,,se regirán,LegalConcept,,argument0087,,,trigger0595
La decisión sobre la modificación colectiva de las condiciones de trabajo,los trabajadores,,será notificada,LegalConcept,LegalAgent,argument0051,argument0619,,trigger0619
trabajadores,,,tienen como deberes básicos,LegalAgent,,argument0933,,,trigger0696
dicho escrito,,extremos,se consignarán,LegalConcept,,argument0384,,argument0493,trigger0534
dicho escrito,,Número y clasificación profesional,se consignarán,LegalConcept,,argument0384,,argument0096,trigger0534
Serán electores,trabajadores,,,LegalConcept,LegalAgent,argument0109,argument0933,,
Tal acuerdo,delegados de prevención,,podrá ser adoptado,LegalConcept,LegalAgent,argument0110,argument0351,,trigger0409
se,,,podrán disfrutar,LegalConcept,,argument0885,,,trigger0427
lista de electores,,,se hará pública,LegalConcept,,argument0602,,,trigger0566
convenios colectivos de ámbito sectorial,,,podrán acordar,LegalEntity,,argument0308,,,trigger0424
Lo establecido en las letras anteriores,,,será de aplicación,LegalConcept,,argument0080,,,trigger0614
mesa,,,será,LegalEntity,,argument0642,,,trigger0610
trabajador,,,tendrá derecho,LegalAgent,,argument0925,,,trigger0652
regulación,,relaciones laborales,respetará,LegalConcept,,argument0831,,argument0835,trigger0506
persona trabajadora,,,deberá preavisar,LegalAgent,,argument0751,,,trigger0136
traslado,,,consideraran,LegalConcept,,argument0959,,,trigger0074
trabajador,,,deberá ser informado,LegalAgent,,argument0925,,,trigger0146
plazo,,,será,LegalConcept,,argument0761,,,trigger0610
árbitro o árbitros,,,serán designados,LegalConcept,,argument0998,,,trigger0629
comité,,puestos,serán repartidos,LegalConcept,,argument0230,,argument0801,trigger0634
trabajadores,,representación,podrán optar,LegalAgent,,argument0933,,argument0843,trigger0437
excedencia forzosa,,puesto,se concederá,LegalConcept,,argument0484,,argument0799,trigger0526
excedencia forzosa,,cómputo,se concederá,LegalConcept,,argument0484,,argument0333,trigger0526
excedencia forzosa,,antigüedad,se concederá,LegalConcept,,argument0484,,argument0152,trigger0526
empresario,,retribución,está obligado a pagar,LegalAgent,,argument0449,,argument0869,trigger0241
empresario,,,está obligado a garantizar,LegalAgent,,argument0449,,,trigger0238
trabajadores,,,tienen como deberes básicos,LegalAgent,,argument0933,,,trigger0696
empresa,,,realice modificaciones sustanciales,LegalAgent,,argument0445,,,trigger0484
Administraciones Públicas,,,se entenderá que concurren,LegalEntity,,argument0000,,,trigger0554
convenios colectivos,,,se podrán establecer,LegalEntity,,argument0306,,,trigger0585
empresario,comité de empresa,,transmisión,LegalAgent,LegalEntity,argument0449,argument0231,,trigger0705
Gobierno,,regulación de condiciones de trabajo por rama de actividad para los sectores económicos de la producción y demarcaciones territoriales,podrá realizarse,LegalEntity,,argument0042,,argument0832,trigger0398
,,,,,,,,,
empresario,trabajadores,,conservará,LegalAgent,LegalAgent,argument0449,argument0933,,trigger0072
convenios colectivos,,,,LegalEntity,,argument0306,,,
periodo de consultas,,,deberá versar,LegalConcept,,argument0737,,,trigger0150
laudo,,impugnación del proceso electoral,será escrito y razonado,LegalConcept,,argument0589,,argument0520,trigger0616
laudo,,registro del acta,será escrito y razonado,LegalConcept,,argument0589,,argument0825,trigger0616
"Los representantes de la Administración, así como los de las organizaciones sindicales y de las asociaciones empresariales",,la copia básica de los contratos,observarán,LegalEntity,,argument0089,,argument0564,trigger0338
La madre biológica,al otro progenitor,un periodo de hasta cuatro semanas de su periodo de suspensión de disfrute no obligatorio,ceder,LegalAgent,LegalAgent,argument0060,argument0147,argument0974,trigger0059
,,"una correspondencia entre las bases de cotización de ambos, en los términos previstos en el texto refundido de la Ley General de la Seguridad Social",deberá existir,,,,,argument0977,trigger0121
La reducción de jornada contemplada en este apartado,"el otro progenitor, adoptante, guardador o acogedor",,constituye,LegalConcept,LegalAgent,argument0064,argument0431,,trigger0083
contrato de trabajo,,causas,podrá suspenderse,LegalConcept,,argument0286,,argument0201,trigger0418
negativa del trabajador,,realización de estas horas,no constituirá,LegalAgent,,argument0666,,argument0812,trigger0298
modificación,Diez trabajadores,empresas que ocupen menos de cien trabajadores,se considera,LegalConcept,LegalAgent,argument0657,argument0012,argument0460,trigger0528
oficina,registro del acta,contenido del laudo,procederá,LegalEntity,LegalConcept,argument0698,argument0825,argument0275,trigger0459
oficina,denegación,contenido del laudo,procederá,LegalEntity,LegalConcept,argument0698,argument0354,argument0275,trigger0459
interés,,mora,será,LegalConcept,,argument0550,,argument0660,trigger0610
interés,,pago del salario,será,LegalConcept,,argument0550,,argument0721,trigger0610
resolución,,instancia empresarial,será nula,LegalConcept,,argument0860,,argument0542,trigger0620
resolución,,caso,será nula,LegalConcept,,argument0860,,argument0198,trigger0620
resolución,,trabajadoras,será nula,LegalConcept,,argument0860,,argument0932,trigger0620
resolución,,razón de embarazo,será nula,LegalConcept,,argument0860,,argument0809,trigger0620
resolución,,fecha de inicio del embarazo,será nula,LegalConcept,,argument0860,,argument0500,trigger0620
resolución,,comienzo del período de suspensión,será nula,LegalConcept,,argument0860,,argument0223,trigger0620
resolución,,artículo 48.4,será nula,LegalConcept,,argument0860,,argument0162,trigger0620
resolución,,maternidad,será nula,LegalConcept,,argument0860,,argument0629,trigger0620
resolución,,motivos no relacionados con el embarazo o maternidad,será nula,LegalConcept,,argument0860,,argument0661,trigger0620
insuficiencia presupuestaria,,todo caso,se entenderá,LegalConcept,,argument0544,,argument0924,trigger0549
insuficiencia presupuestaria,,tres trimestres consecutivos,se entenderá,LegalConcept,,argument0544,,argument0964,trigger0549
trabajador,,especialización profesional,podrá pactarse,LegalAgent,,argument0925,,argument0474,trigger0394
trabajador,,cargo al empresario,podrá pactarse,LegalAgent,,argument0925,,argument0197,trigger0394
trabajador,,proyectos determinados,podrá pactarse,LegalAgent,,argument0925,,argument0795,trigger0394
trabajador,,trabajo específico,podrá pactarse,LegalAgent,,argument0925,,argument0953,trigger0394
trabajador,,permanencia,podrá pactarse,LegalAgent,,argument0925,,argument0745,trigger0394
trabajador,,dicha empresa,podrá pactarse,LegalAgent,,argument0925,,argument0381,trigger0394
trabajador,,cierto tiempo,podrá pactarse,LegalAgent,,argument0925,,argument0219,trigger0394
relaciones laborales,,,considerarán,LegalConcept,,argument0835,,,trigger0078
empresa,,,podrá limitar,LegalAgent,,argument0445,,,trigger0390
empresa,,,podrá recibir,LegalAgent,,argument0445,,,trigger0400
procedimientos de solución de conflictos,,,serán,LegalConcept,,argument0782,,,trigger0624
trabajadores,,,tienen,LegalAgent,,argument0933,,,trigger0695
comité de empresa,,,tendrá derecho a ser informado,LegalEntity,,argument0231,,,trigger0662
contrato de trabajo,,,podrá suspenderse,LegalConcept,,argument0286,,,trigger0418
,,,,,,,,,
plan,empresas,aplicación,no será,LegalConcept,LegalEntity,argument0759,argument0456,argument0156,trigger0327
sentencia,modificación,derecho del trabajador,declarará,LegalConcept,LegalConcept,argument0888,argument0657,argument0362,trigger0178
duración del permiso,,incrementará,se incrementará,LegalConcept,,argument0414,,argument0523,trigger0569
listas,,contener,deberán contener,LegalConcept,,argument0603,,argument0273,trigger0155
decisión empresarial,,,afecte,LegalEntity,,argument0339,,,trigger0042
árbitros,,,Serán,LegalAgent,,argument0999,,,trigger0024
trabajadores,,,tienen derecho,LegalAgent,,argument0933,,,trigger0697
suma,,,no podrá exceder,LegalConcept,,argument0907,,,trigger0311
comisión representativa,,,deberá quedar constituida,LegalEntity,,argument0228,,,trigger0138
convocatoria,empresario,,se comunicará,LegalConcept,LegalAgent,argument0311,argument0449,,trigger0525
comités intercentros,,,no podrán arrogarse,LegalConcept,,argument0236,,,trigger0319
progenitor,,,podrá disfrutar,LegalAgent,,argument0786,,,trigger0371
trabajadores,,,no podrán disponer,LegalAgent,,argument0933,,,trigger0320
tiempo destinado a la formación,,,se considerará,LegalConcept,,argument0923,,,trigger0530
original del acta,,papeletas de votos nulos o impugnados por los interventores,serán presentadas,LegalConcept,,argument0708,,argument0723,trigger0632
original del acta,,acta de constitución de la mesa,serán presentadas,LegalConcept,,argument0708,,argument0128,trigger0632
contratos por tiempo determinado,,,constarán,LegalConcept,,argument0297,,,trigger0081
trabajadores,,,tienen,LegalAgent,,argument0933,,,trigger0695
límite máximo de edad,,,no será de aplicación,LegalConcept,,argument0625,,,trigger0328
convenios colectivos,,,constituyen,LegalConcept,,argument0306,,,trigger0084
responsabilidad,,,habrá,LegalConcept,,argument0863,,,trigger0269
trabajador,,,tiene derecho a que se le reconozca,LegalAgent,,argument0925,,,trigger0694
,,,podrán realizar,,,,,,trigger0439
personas,,,tendrán derecho a reducir,LegalAgent,,argument0755,,,trigger0684
negociación colectiva,,,se podrán articular,LegalConcept,,argument0668,,,trigger0582
ley,,,establecerse,LegalConcept,,argument0593,,,trigger0215
reuniones parciales,,,considerarán,LegalConcept,,argument0870,,,trigger0078
negociación colectiva,,,pactarán,LegalConcept,,argument0668,,,trigger0348
electores de menor edad,,,actuará,LegalConcept,,argument0443,,,trigger0036
convenio,,,entrará en vigor,LegalConcept,,argument0301,,,trigger0209
trabajador,,,tendrá derecho,LegalAgent,,argument0925,,,trigger0652
oficina pública,actas electorales,,procederá o no al registro,LegalEntity,LegalConcept,argument0700,argument0131,,trigger0463
,,centro de trabajo,se considera,,,,,argument0211,trigger0528
comité de empresa,,,se determinará,LegalEntity,,argument0231,,,trigger0543
Reglamentariamente,,,se establecerá,LegalConcept,,argument0106,,,trigger0559
traslado de trabajadores,,,requerirá,LegalConcept,,argument0960,,,trigger0501
,,,,,,,,,
contrato de trabajo,,,se extinguirá,LegalConcept,,argument0286,,,trigger0561
ascensos,,,se producirán,LegalConcept,,argument0168,,,trigger0589
oficina pública,,,Corresponde,LegalEntity,,argument0700,,,trigger0004
suspensión del contrato,,,podrá distribuirse,LegalConcept,,argument0913,,,trigger0373
razones,,modificaciones sustanciales de las condiciones de trabajo,Tendrán la consideración de,LegalConcept,,argument0808,,argument0656,trigger0029
trabajador,,acuerdo,podrá rescindir,LegalAgent,,argument0925,,argument0135,trigger0406
trabajador,,libertad de trabajo,podrá rescindir,LegalAgent,,argument0925,,argument0595,trigger0406
periodo de prueba,,contratos temporales de duración determinada del artículo 15,no podrá exceder,LegalConcept,,argument0739,,argument0299,trigger0311
persona trabajadora,,derechos y obligaciones correspondientes al puesto de trabajo,tendrá,LegalAgent,,argument0751,,argument0369,trigger0651
empresario,trabajador,,ser notificada,LegalAgent,LegalAgent,argument0449,argument0925,,trigger0609
contrato para la formación y el aprendizaje,,,se regirá,LegalConcept,,argument0289,,,trigger0593
Lo previsto en el apartado anterior,,acciones,será de aplicación,LegalConcept,,argument0081,,argument0119,trigger0614
jornada de cada trabajador,,,se registrará,LegalConcept,,argument0553,,,trigger0597
cedente y el cesionario,,,responderán,LegalEntity,,argument0208,,,trigger0509
negociación colectiva,,,establecer,LegalEntity,,argument0668,,,trigger0214
,,,,,,,,,
contratistas,,,recabarán,LegalAgent,,argument0281,,,trigger0492
contrato de trabajo,,,se extinguirá,LegalConcept,,argument0286,,,trigger0561
trabajador,,,tendrá derecho a recibir,LegalAgent,,argument0925,,,trigger0661
contratos de duración determinada,,,Podrán celebrarse,LegalConcept,,argument0291,,,trigger0008
reducción de jornada y de salario,,,podrá alcanzar,LegalConcept,,argument0819,,,trigger0359
trabajadores,,,tendrán derecho a adquirir,LegalAgent,,argument0933,,,trigger0680
despido,,,será calificado como,LegalConcept,,argument0374,,,trigger0611
,,,,,,,,,
trabajadores,,,podrán ser discriminados,LegalAgent,,argument0933,,,trigger0441
trabajadores,Fondo,parte de indemnización,solicitaran,LegalAgent,LegalEntity,argument0933,argument0040,argument0725,trigger0641
,,,,,,,,,
promotores,empresa,,comunicarán,LegalAgent,LegalEntity,argument0789,argument0445,,trigger0067
promotores,oficina pública,,comunicarán,LegalAgent,LegalEntity,argument0789,argument0700,,trigger0067
Gobierno,,,fijará,LegalEntity,,argument0042,,,trigger0257
oficina pública,,,denegación,LegalEntity,,argument0700,,,trigger0179
dirección de la empresa,representantes de los trabajadores,,comunicar,LegalEntity,LegalAgent,argument0388,argument0850,,trigger0064
La regulación de las condiciones establecidas en un convenio de empresa,,,tendrá prioridad aplicativa,LegalConcept,,argument0065,,,trigger0671
Las empresas,,,deberán efectuar,LegalEntity,,argument0069,,,trigger0156
progenitor,,,tendrá derecho a suspender,LegalAgent,,argument0786,,,trigger0665
empresario,,,no podrá ser acordada,LegalAgent,,argument0449,,,trigger0314
Fondo de Garantía Salarial,trabajadores,,abonará,LegalEntity,LegalAgent,argument0041,argument0933,,trigger0033
Gobierno,,,podrá establecer,LegalEntity,,argument0042,,,trigger0377
"convenios colectivos sectoriales estatales y de ámbito inferior, incluidos los convenios de empresa",,,podrán identificar,LegalConcept,,argument0309,,,trigger0434
,,,Podrán celebrarse,,,,,,trigger0008
dicho escrito,,,se consignarán,LegalConcept,,argument0384,,,trigger0534
